Ride_ID,Timestamp,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude,Distance_km,Duration_min,Fare,Payment_Method,User_ID,User_Age,User_Gender,Driver_ID,Driver_Rating,Vehicle_Type,Surge_Multiplier,Ride_Canceled
RIDE00449,2023-08-19 18:13:10,40.64932,-73.77438,40.64061,-73.78696,12.61,22.2,26.25,Credit Card,USER0494,36,Female,DRIVER106,4.2,SUV,1.0,No
RIDE00450,2023-01-16 08:23:49,40.64284,-74.19516,40.60076,-74.19505,2.15,39.0,21.93,Wallet,USER0163,46,Male,DRIVER029,3.8,SUV,1.0,Yes
RIDE00451,2023-08-29 07:53:35,40.59645,-73.8764,40.74776,-73.92265,3.24,35.0,25.86,Cash,USER0030,19,Non-binary,DRIVER074,5.0,Luxury,1.0,Yes
RIDE00452,2023-02-01 20:04:03,40.54147,-73.75274,40.73766,-73.9798,8.41,54.0,15.92,Wallet,USER0058,46,Male,DRIVER037,4.9,SUV,1.5,No
RIDE00453,2023-06-12 19:30:45,40.80267,-74.06585,40.58673,-73.74365,24.53,37.1,46.26,Cash,USER0351,56,Non-binary,DRIVER073,4.5,Economy,1.0,Yes
RIDE00454,2023-09-13 19:19:06,40.64092,-74.01369,40.54872,-73.71235,19.04,56.5,22.44,Credit Card,USER0034,59,Male,DRIVER072,3.6,SUV,1.2,No
RIDE00455,2023-08-15 20:59:09,40.75712,-74.14308,40.53455,-74.05795,24.01,59.2,19.33,Cash,USER0210,60,Male,DRIVER046,3.7,SUV,2.0,No
RIDE00456,2023-08-08 04:48:17,40.77387,-73.97173,40.65038,-74.069,13.01,40.9,47.09,Cash,USER0266,50,Non-binary,DRIVER110,4.1,Economy,1.0,Yes
RIDE00457,2023-07-23 17:29:01,40.69141,-73.85505,40.75916,-73.77623,8.55,6.8,22.99,Wallet,USER0274,43,Non-binary,DRIVER197,3.8,SUV,1.0,Yes
RIDE00458,2023-05-03 18:46:47,40.55394,-73.98913,40.57391,-74.10201,10.38,28.2,19.72,Credit Card,USER0009,31,Male,DRIVER004,4.1,SUV,1.5,Yes
RIDE00459,2023-12-30 17:30:09,40.87744,-74.11661,40.57371,-74.06911,9.54,16.0,17.74,Wallet,USER0317,29,Male,DRIVER122,4.7,SUV,1.2,No
RIDE00460,2023-04-12 23:24:16,40.58064,-73.83679,40.76419,-73.78428,4.11,53.8,35.36,Credit Card,USER0369,25,Female,DRIVER196,5.0,SUV,2.0,Yes
RIDE00461,2023-03-21 18:26:13,40.85432,-73.77783,40.68138,-73.87257,17.19,8.3,44.27,Credit Card,USER0087,20,Male,DRIVER136,4.0,SUV,1.0,Yes
RIDE00462,2023-09-18 05:11:23,40.62403,-73.74439,40.80774,-74.03081,8.95,16.2,31.86,Credit Card,USER0371,42,Male,DRIVER017,4.2,SUV,1.0,No
RIDE00463,2023-10-06 02:31:53,40.82616,-73.91553,40.76703,-73.9719,22.52,49.9,29.04,Cash,USER0478,24,Female,DRIVER151,4.3,Luxury,1.5,No
RIDE00464,2023-05-03 09:50:09,40.51465,-73.89434,40.60293,-74.01382,13.09,23.1,20.61,Credit Card,USER0165,65,Female,DRIVER117,5.0,SUV,1.2,Yes
RIDE00465,2023-04-03 05:18:00,40.61444,-73.89432,40.61091,-73.93654,13.05,46.7,35.14,Credit Card,USER0190,31,Non-binary,DRIVER090,4.1,Economy,2.0,No
RIDE00466,2023-04-14 08:53:56,40.51912,-73.76002,40.65544,-73.8884,19.6,55.2,48.66,Wallet,USER0020,30,Female,DRIVER078,3.8,Luxury,1.0,Yes
RIDE00467,2023-06-03 22:41:43,40.60929,-73.75412,40.6033,-73.84453,1.57,8.4,6.21,Wallet,USER0074,54,Non-binary,DRIVER165,4.2,Economy,1.2,No
RIDE00468,2023-02-20 06:11:26,40.67478,-73.95594,40.57117,-73.75864,20.11,32.1,44.85,Cash,USER0462,65,Female,DRIVER058,4.8,SUV,1.2,Yes
RIDE00469,2023-09-18 03:06:34,40.67589,-73.97966,40.89177,-74.10518,12.45,49.3,13.02,Credit Card,USER0054,65,Non-binary,DRIVER116,4.3,SUV,1.0,No
RIDE00470,2023-09-08 19:03:02,40.63561,-73.87251,40.65705,-73.85282,21.85,36.0,15.58,Cash,USER0351,37,Non-binary,DRIVER052,4.0,Economy,1.0,No
RIDE00471,2023-04-27 06:19:24,40.77683,-73.76583,40.54337,-73.98523,1.9,38.6,21.3,Cash,USER0120,62,Non-binary,DRIVER177,4.4,Luxury,2.0,Yes
RIDE00472,2023-06-27 16:27:06,40.81892,-73.82819,40.6725,-73.73949,4.87,50.9,27.57,Cash,USER0004,61,Female,DRIVER071,4.6,Economy,1.0,Yes
RIDE00473,2023-05-03 22:24:13,40.53304,-74.08801,40.5425,-73.90634,17.38,49.4,5.07,Cash,USER0196,31,Non-binary,DRIVER123,3.8,Economy,2.0,No
RIDE00474,2023-12-27 01:30:00,40.67224,-73.76343,40.6036,-74.05291,2.89,24.0,31.96,Wallet,USER0002,55,Female,DRIVER100,4.4,Luxury,1.5,No
RIDE00475,2023-10-19 04:34:25,40.57218,-73.85588,40.52816,-74.07641,16.02,8.9,22.92,Credit Card,USER0289,37,Non-binary,DRIVER070,3.6,SUV,1.0,Yes
RIDE00476,2023-12-30 14:44:41,40.54104,-73.98358,40.81089,-74.05996,23.87,27.9,8.48,Wallet,USER0030,41,Non-binary,DRIVER042,4.8,SUV,1.0,Yes
RIDE00477,2023-01-29 05:03:59,40.61826,-73.95904,40.69908,-73.94587,6.56,45.7,15.35,Credit Card,USER0417,47,Female,DRIVER123,3.9,SUV,2.0,No
RIDE00478,2023-01-04 04:49:02,40.78707,-73.8793,40.50035,-73.9555,6.18,56.1,27.5,Cash,USER0199,21,Non-binary,DRIVER057,3.6,Economy,1.5,No
RIDE00479,2023-06-27 01:38:21,40.67756,-73.78678,40.65619,-73.80767,17.36,53.8,6.99,Wallet,USER0394,59,Non-binary,DRIVER113,4.7,SUV,1.0,No
RIDE00480,2023-08-30 07:25:57,40.79073,-73.89354,40.63193,-73.89256,4.38,31.3,18.59,Credit Card,USER0291,58,Non-binary,DRIVER035,4.1,Luxury,1.5,Yes
RIDE00481,2023-08-07 13:46:08,40.74594,-73.73281,40.50148,-74.00594,18.25,12.1,9.18,Credit Card,USER0062,32,Non-binary,DRIVER005,3.9,SUV,1.5,Yes
RIDE00482,2023-02-08 02:36:23,40.75579,-73.96536,40.8084,-73.82443,24.84,44.8,22.28,Wallet,USER0439,54,Female,DRIVER200,3.6,SUV,1.5,No
RIDE00483,2023-01-29 06:26:34,40.52294,-74.1173,40.66157,-73.94055,13.04,10.7,13.09,Credit Card,USER0115,34,Female,DRIVER061,4.2,Luxury,1.2,Yes
RIDE00484,2023-07-28 18:01:00,40.66248,-74.03968,40.82491,-73.84376,24.81,32.3,11.78,Credit Card,USER0391,31,Non-binary,DRIVER166,4.5,Luxury,1.2,Yes
RIDE00485,2023-03-24 10:29:30,40.79996,-74.06092,40.59034,-73.95835,15.61,17.4,19.0,Credit Card,USER0322,50,Female,DRIVER125,4.7,SUV,2.0,No
RIDE00486,2023-07-16 19:20:01,40.51246,-73.92475,40.7757,-73.96312,13.56,24.3,35.39,Wallet,USER0019,19,Male,DRIVER099,4.1,SUV,2.0,No
RIDE00487,2023-04-13 01:06:31,40.77124,-73.79145,40.54848,-73.88095,19.45,31.3,26.63,Wallet,USER0289,37,Non-binary,DRIVER057,4.3,Luxury,1.2,Yes
RIDE00488,2023-02-21 07:08:21,40.55049,-73.97791,40.89664,-73.87513,11.74,48.0,16.75,Cash,USER0280,18,Female,DRIVER142,4.9,SUV,2.0,Yes
RIDE00489,2023-12-29 18:00:01,40.75807,-74.15599,40.62113,-73.75256,4.15,53.2,47.98,Wallet,USER0038,31,Male,DRIVER131,4.9,Economy,1.5,Yes
RIDE00490,2023-05-16 14:13:39,40.87979,-74.04197,40.89881,-74.08281,7.98,17.5,13.08,Wallet,USER0011,29,Male,DRIVER165,4.6,SUV,1.2,Yes
RIDE00491,2023-12-09 14:05:12,40.56138,-73.82738,40.64614,-73.98749,15.96,56.2,22.92,Credit Card,USER0333,39,Male,DRIVER038,4.2,Economy,1.5,Yes
RIDE00492,2023-01-27 01:41:28,40.64839,-73.99828,40.63603,-74.1214,23.56,6.4,28.28,Wallet,USER0422,31,Male,DRIVER029,4.3,Economy,1.5,Yes
RIDE00493,2023-12-08 05:10:05,40.53075,-73.92545,40.80418,-74.07274,1.96,48.0,9.79,Wallet,USER0467,49,Non-binary,DRIVER069,4.9,Luxury,2.0,Yes
RIDE00494,2023-04-05 03:13:34,40.64678,-73.80411,40.58125,-73.82419,18.11,15.8,41.28,Wallet,USER0244,64,Female,DRIVER185,3.6,SUV,1.0,Yes
RIDE00495,2023-05-24 12:36:02,40.61148,-73.88123,40.88701,-73.94059,17.39,38.4,20.58,Credit Card,USER0480,42,Female,DRIVER095,4.8,Luxury,2.0,No
RIDE00496,2023-04-21 23:32:30,40.51037,-73.91883,40.61955,-74.17943,6.74,25.9,37.97,Wallet,USER0293,64,Male,DRIVER134,4.5,SUV,1.0,Yes
RIDE00497,2023-03-03 02:41:24,40.7071,-73.9719,40.54271,-74.03181,24.93,42.6,34.51,Cash,USER0331,38,Non-binary,DRIVER066,4.8,Economy,1.2,Yes
RIDE00498,2023-06-20 15:09:11,40.5471,-73.78734,40.6946,-73.98375,15.57,6.0,23.2,Wallet,USER0198,47,Female,DRIVER177,4.8,Luxury,2.0,Yes
RIDE00499,2023-11-20 03:01:51,40.78162,-73.77784,40.67519,-73.95123,23.99,31.5,41.31,Credit Card,USER0145,43,Female,DRIVER026,4.4,Luxury,1.2,Yes
RIDE00500,2023-07-30 08:20:55,40.74475,-73.81629,40.51428,-74.18764,14.61,26.3,12.24,Wallet,USER0352,56,Female,DRIVER070,4.7,SUV,1.5,No
RIDE00501,2023-10-01 22:49:17,40.89945,-73.84167,40.89855,-74.06719,24.87,25.7,10.79,Wallet,USER0316,28,Female,DRIVER169,3.7,SUV,1.0,Yes
RIDE00502,2023-04-28 23:26:50,40.55429,-73.97373,40.65551,-73.74926,3.34,11.9,27.81,Credit Card,USER0199,49,Female,DRIVER133,3.8,SUV,1.2,Yes
RIDE00503,2023-08-26 03:31:07,40.56906,-73.87054,40.75736,-73.94912,1.36,43.6,35.88,Cash,USER0231,48,Male,DRIVER080,4.3,Luxury,1.0,No
RIDE00504,2023-11-10 18:10:35,40.8989,-74.02243,40.88598,-74.16092,19.39,35.2,5.52,Credit Card,USER0467,53,Female,DRIVER192,5.0,Economy,1.0,Yes
RIDE00505,2023-09-11 02:30:53,40.88702,-73.80004,40.88663,-74.08613,8.43,11.4,34.42,Credit Card,USER0384,56,Female,DRIVER104,3.8,Luxury,1.5,No
RIDE00506,2023-07-25 00:29:16,40.76714,-74.01305,40.63571,-74.01988,21.82,11.5,35.16,Wallet,USER0122,36,Male,DRIVER006,4.3,Luxury,1.5,Yes
RIDE00507,2023-01-04 09:15:26,40.72,-73.75156,40.7884,-74.03312,20.14,38.9,24.01,Credit Card,USER0350,60,Male,DRIVER017,4.6,Economy,1.0,No
RIDE00508,2023-09-17 01:09:52,40.61998,-73.78908,40.58467,-74.07499,22.48,54.7,7.45,Wallet,USER0252,33,Male,DRIVER146,4.2,Economy,1.2,No
RIDE00509,2023-11-14 07:48:19,40.78383,-73.99539,40.70925,-73.81576,12.97,24.3,24.12,Wallet,USER0314,22,Female,DRIVER028,4.6,Economy,1.5,Yes
RIDE00510,2023-08-04 09:54:50,40.56964,-74.10204,40.84808,-74.10468,11.92,23.9,38.39,Wallet,USER0129,57,Non-binary,DRIVER062,4.4,Luxury,2.0,Yes
RIDE00511,2023-04-27 04:11:23,40.5897,-73.7739,40.79642,-74.13107,5.07,55.5,10.22,Credit Card,USER0177,24,Male,DRIVER073,3.9,Luxury,1.2,Yes
RIDE00512,2023-12-28 04:05:41,40.81683,-73.78772,40.52881,-73.84191,8.09,18.1,41.32,Wallet,USER0326,18,Female,DRIVER065,4.1,Economy,1.2,Yes
RIDE00513,2023-09-15 12:00:09,40.69761,-74.03103,40.69556,-74.06943,2.64,10.1,45.87,Credit Card,USER0233,19,Non-binary,DRIVER063,4.7,Luxury,1.0,No
RIDE00514,2023-02-10 10:11:13,40.72891,-74.17675,40.86287,-74.05908,14.84,5.6,27.59,Wallet,USER0246,57,Non-binary,DRIVER194,4.8,Luxury,2.0,Yes
RIDE00515,2023-12-08 18:17:48,40.8932,-73.86393,40.59707,-73.70158,9.48,27.7,40.15,Wallet,USER0471,21,Male,DRIVER172,4.3,SUV,1.5,Yes
RIDE00516,2023-02-22 02:09:46,40.8537,-73.75412,40.50575,-73.78907,2.71,46.4,37.04,Cash,USER0461,18,Non-binary,DRIVER143,4.8,Luxury,1.2,Yes
RIDE00517,2023-04-13 21:46:01,40.65926,-73.90534,40.86186,-74.19405,18.06,49.4,42.99,Credit Card,USER0079,35,Female,DRIVER158,4.8,Economy,1.5,No
RIDE00518,2023-02-14 18:17:19,40.69147,-73.71807,40.53892,-73.70536,12.06,34.5,48.73,Cash,USER0233,18,Female,DRIVER148,3.8,Economy,2.0,No
RIDE00519,2023-12-12 23:52:28,40.66377,-73.83189,40.83414,-73.76727,24.67,7.5,10.03,Credit Card,USER0275,37,Male,DRIVER136,4.5,Economy,1.5,No
RIDE00520,2023-02-11 15:56:11,40.55013,-73.98359,40.82699,-73.83833,24.48,49.1,13.05,Cash,USER0451,46,Male,DRIVER047,4.0,Luxury,1.2,No
RIDE00521,2023-10-16 12:39:01,40.52967,-73.73781,40.73799,-74.08314,19.32,53.0,24.08,Cash,USER0185,42,Male,DRIVER161,3.5,Luxury,1.5,No
RIDE00522,2023-08-03 06:43:11,40.70694,-73.74491,40.52524,-73.92369,11.61,18.7,39.18,Cash,USER0115,64,Male,DRIVER128,3.8,Economy,1.2,Yes
RIDE00523,2023-03-02 13:41:40,40.83162,-74.11317,40.63494,-73.7928,23.18,8.1,44.16,Wallet,USER0074,54,Female,DRIVER136,4.6,Economy,2.0,Yes
RIDE00524,2023-04-16 11:20:06,40.73511,-74.14822,40.79517,-74.15706,23.56,8.1,8.6,Cash,USER0147,28,Female,DRIVER001,4.9,SUV,1.0,No
RIDE00525,2023-04-20 07:59:08,40.55161,-73.89692,40.54832,-73.9856,24.32,29.1,5.31,Cash,USER0327,24,Female,DRIVER039,3.5,SUV,2.0,Yes
RIDE00526,2023-08-23 15:26:05,40.84728,-73.7593,40.71835,-73.99116,12.72,20.5,47.67,Cash,USER0375,21,Female,DRIVER006,4.7,SUV,1.5,No
RIDE00527,2023-03-23 20:29:38,40.70724,-73.8955,40.88588,-73.77353,9.72,22.3,36.84,Cash,USER0090,41,Female,DRIVER084,4.4,SUV,2.0,Yes
RIDE00528,2023-10-06 09:46:35,40.56479,-74.07588,40.51823,-74.13052,7.88,38.1,16.6,Credit Card,USER0494,31,Non-binary,DRIVER197,4.6,SUV,1.0,No
RIDE00529,2023-05-14 00:43:08,40.59019,-74.02857,40.52529,-74.04721,10.82,54.0,28.17,Wallet,USER0496,59,Female,DRIVER177,4.1,SUV,2.0,No
RIDE00530,2023-03-21 08:22:52,40.70756,-73.7976,40.80302,-73.9501,15.87,59.9,32.65,Cash,USER0199,30,Female,DRIVER198,4.5,Luxury,2.0,No
RIDE00531,2023-09-24 22:22:37,40.53154,-73.89874,40.64797,-74.02267,17.33,12.1,44.25,Credit Card,USER0132,45,Male,DRIVER142,5.0,SUV,1.2,No
RIDE00532,2023-09-04 17:22:07,40.88254,-73.94385,40.59746,-73.98714,11.58,26.9,24.57,Credit Card,USER0452,65,Female,DRIVER108,4.2,SUV,1.2,No
RIDE00533,2023-11-28 12:02:08,40.75001,-73.9261,40.55335,-73.81858,13.3,41.2,25.91,Cash,USER0083,41,Male,DRIVER146,4.6,Economy,1.5,Yes
RIDE00534,2023-04-13 03:06:36,40.53737,-73.83159,40.75288,-74.05018,15.99,41.1,6.79,Wallet,USER0189,22,Female,DRIVER088,4.1,SUV,1.5,No
RIDE00535,2023-07-16 21:07:20,40.73672,-74.09133,40.5631,-73.91621,8.53,9.2,44.06,Wallet,USER0379,35,Male,DRIVER001,4.9,Luxury,1.2,No
RIDE00536,2023-07-09 17:37:59,40.56848,-73.84281,40.53229,-74.13043,3.0,56.6,25.71,Wallet,USER0011,44,Male,DRIVER124,3.9,Economy,1.5,No
RIDE00537,2023-04-08 02:10:51,40.8608,-73.7394,40.87045,-73.70287,10.92,16.3,7.25,Cash,USER0222,59,Male,DRIVER050,4.1,Economy,1.2,No
RIDE00538,2023-12-18 13:34:56,40.86957,-73.8448,40.73749,-73.80043,11.8,43.8,31.97,Credit Card,USER0413,19,Non-binary,DRIVER048,4.7,SUV,1.5,Yes
RIDE00539,2023-12-19 12:48:44,40.84551,-74.11109,40.7774,-73.91306,22.06,49.7,21.62,Wallet,USER0154,37,Male,DRIVER028,3.7,Luxury,1.2,No
RIDE00540,2023-11-25 09:46:38,40.87942,-73.88156,40.6904,-74.00934,24.79,54.4,24.16,Wallet,USER0074,20,Female,DRIVER188,4.7,Economy,2.0,Yes
RIDE00541,2023-01-20 17:56:26,40.60586,-73.81961,40.55724,-74.16815,2.02,52.2,35.37,Wallet,USER0022,25,Female,DRIVER079,4.0,Luxury,1.5,Yes
RIDE00542,2023-02-05 08:30:35,40.72885,-73.9086,40.68017,-73.96261,24.46,29.4,39.51,Credit Card,USER0236,37,Male,DRIVER185,3.5,SUV,2.0,Yes
RIDE00543,2023-09-04 13:50:56,40.51211,-73.84494,40.56982,-73.71903,2.37,21.6,6.06,Credit Card,USER0211,27,Female,DRIVER196,4.3,Economy,1.2,Yes
RIDE00544,2023-06-14 16:43:26,40.71823,-73.75307,40.73851,-74.04768,19.97,25.2,17.03,Cash,USER0364,34,Female,DRIVER109,3.6,Economy,1.0,No
RIDE00545,2023-11-19 04:13:29,40.62084,-73.76126,40.74482,-73.86256,17.79,35.3,18.2,Credit Card,USER0451,47,Female,DRIVER065,4.8,Economy,1.5,Yes
RIDE00546,2023-04-18 12:03:58,40.82294,-74.19361,40.83059,-73.78676,14.46,52.8,23.77,Credit Card,USER0278,31,Non-binary,DRIVER179,3.8,Luxury,1.5,Yes
RIDE00547,2023-01-18 00:32:33,40.68142,-74.00956,40.66751,-74.18658,4.71,18.4,25.1,Cash,USER0437,25,Female,DRIVER070,4.4,Economy,1.0,Yes
RIDE00548,2023-01-02 08:19:29,40.56323,-74.1717,40.57676,-73.74433,3.53,54.1,18.4,Credit Card,USER0117,58,Male,DRIVER151,4.0,SUV,2.0,Yes
RIDE00549,2023-05-10 08:01:32,40.68578,-73.80723,40.89072,-74.09705,10.02,22.5,6.6,Credit Card,USER0206,65,Non-binary,DRIVER052,3.7,Luxury,2.0,Yes
RIDE00550,2023-10-27 23:14:28,40.55747,-73.8583,40.84509,-73.9378,14.68,34.8,10.03,Cash,USER0065,61,Female,DRIVER161,5.0,SUV,1.5,No
RIDE00551,2023-02-20 21:35:05,40.62773,-74.16898,40.70302,-74.01567,21.49,10.7,37.94,Credit Card,USER0431,19,Female,DRIVER103,4.5,Economy,1.0,No
RIDE00552,2023-09-05 18:07:36,40.63815,-74.098,40.75059,-74.03661,6.35,24.1,28.91,Wallet,USER0321,48,Non-binary,DRIVER172,4.5,Economy,2.0,No
RIDE00553,2023-04-12 01:31:18,40.80427,-74.02066,40.52123,-74.00445,21.98,27.6,22.83,Cash,USER0181,29,Non-binary,DRIVER155,3.5,Economy,1.5,No
RIDE00554,2023-03-04 19:54:36,40.54247,-73.89195,40.55969,-74.13543,17.06,57.3,12.89,Cash,USER0107,18,Female,DRIVER145,4.0,Luxury,2.0,No
RIDE00555,2023-10-15 04:05:27,40.54901,-73.91906,40.86459,-73.82843,9.37,31.7,29.07,Wallet,USER0483,25,Male,DRIVER145,5.0,Economy,1.5,No
RIDE00556,2023-06-21 09:02:03,40.55635,-73.87644,40.5639,-73.74821,12.24,9.3,10.67,Credit Card,USER0208,23,Female,DRIVER092,4.9,Economy,1.5,Yes
RIDE00557,2023-08-03 12:36:47,40.87815,-73.94454,40.52161,-73.76478,13.84,55.2,11.51,Credit Card,USER0216,64,Male,DRIVER025,4.5,SUV,1.0,Yes
RIDE00558,2023-10-02 23:48:33,40.66725,-73.85194,40.58384,-73.79105,20.64,51.3,27.21,Cash,USER0453,33,Female,DRIVER098,4.1,SUV,1.5,Yes
RIDE00559,2023-06-16 06:25:38,40.86092,-74.17651,40.74673,-74.12061,3.62,33.7,45.17,Credit Card,USER0214,47,Female,DRIVER121,3.7,SUV,2.0,Yes
RIDE00560,2023-08-06 23:40:08,40.8735,-73.99172,40.68126,-74.04484,5.33,21.8,20.54,Credit Card,USER0236,55,Male,DRIVER160,3.6,Economy,1.2,Yes
RIDE00561,2023-01-04 06:50:20,40.57593,-73.85743,40.52098,-73.84161,3.6,35.4,25.61,Cash,USER0376,62,Female,DRIVER051,4.5,SUV,1.2,No
RIDE00562,2023-02-13 07:17:34,40.89839,-74.1731,40.56322,-74.09915,24.03,11.8,32.78,Credit Card,USER0232,53,Non-binary,DRIVER063,4.9,SUV,1.2,No
RIDE00563,2023-01-30 08:32:27,40.85163,-74.09846,40.70596,-73.97713,10.53,44.9,46.34,Cash,USER0228,35,Male,DRIVER084,3.6,SUV,1.0,No
RIDE00564,2023-12-09 08:28:02,40.53602,-73.76978,40.59412,-73.89758,11.39,48.3,45.66,Credit Card,USER0488,35,Male,DRIVER012,4.4,Luxury,1.0,No
RIDE00565,2023-09-26 16:10:07,40.68289,-74.08723,40.7319,-74.03555,10.64,7.0,46.95,Wallet,USER0199,19,Male,DRIVER087,4.0,Economy,1.5,No
RIDE00566,2023-12-18 07:36:33,40.73334,-73.84523,40.79883,-73.95452,2.55,17.9,41.92,Wallet,USER0238,62,Male,DRIVER092,4.1,SUV,1.5,No
RIDE00567,2023-02-27 13:20:17,40.61254,-73.90581,40.59203,-74.18046,9.22,29.2,30.61,Wallet,USER0187,54,Non-binary,DRIVER121,4.2,Economy,1.0,Yes
RIDE00568,2023-07-31 13:11:09,40.83714,-74.10177,40.59111,-73.87685,15.5,47.0,6.83,Wallet,USER0173,48,Non-binary,DRIVER195,4.4,Economy,1.0,No
RIDE00569,2023-01-14 22:54:00,40.6143,-74.10325,40.66504,-74.02661,6.1,57.4,19.7,Credit Card,USER0167,22,Non-binary,DRIVER062,3.6,Luxury,2.0,No
RIDE00570,2023-11-21 05:04:10,40.543,-73.70827,40.85655,-73.80383,18.79,6.2,6.72,Credit Card,USER0341,64,Female,DRIVER137,4.4,SUV,1.5,No
RIDE00571,2023-05-24 06:47:46,40.60579,-73.71876,40.73404,-73.78829,3.74,51.0,32.42,Cash,USER0205,62,Male,DRIVER086,4.7,SUV,1.0,No
RIDE00572,2023-08-15 15:43:47,40.6613,-74.14032,40.67435,-73.99247,11.91,19.9,37.57,Credit Card,USER0069,27,Male,DRIVER127,3.9,SUV,1.0,Yes
RIDE00573,2023-08-03 04:55:00,40.52046,-74.06044,40.74377,-73.89113,14.08,37.4,41.56,Wallet,USER0371,31,Non-binary,DRIVER059,4.1,SUV,1.2,Yes
RIDE00574,2023-02-27 11:57:21,40.64501,-74.11954,40.64939,-74.00767,23.76,21.5,9.55,Cash,USER0272,22,Male,DRIVER111,4.4,SUV,1.0,Yes
RIDE00575,2023-06-16 00:56:13,40.65454,-74.19718,40.57766,-73.85074,4.49,58.1,28.07,Cash,USER0106,43,Non-binary,DRIVER144,3.9,SUV,1.0,Yes
RIDE00576,2023-02-19 06:00:03,40.71994,-73.73125,40.60788,-73.85068,6.12,8.3,37.64,Credit Card,USER0126,61,Non-binary,DRIVER005,4.3,SUV,1.0,Yes
RIDE00577,2023-01-17 00:01:35,40.7493,-73.73569,40.51284,-73.75723,14.64,52.0,20.2,Wallet,USER0112,42,Female,DRIVER177,3.5,SUV,2.0,No
RIDE00578,2023-04-30 16:24:15,40.55147,-73.81317,40.61224,-73.75872,24.71,26.1,33.65,Credit Card,USER0365,19,Male,DRIVER020,3.7,Luxury,2.0,Yes
RIDE00579,2023-05-22 09:47:45,40.64928,-73.77843,40.68621,-73.86667,19.58,6.0,18.59,Wallet,USER0098,20,Female,DRIVER027,4.8,Economy,1.0,Yes
RIDE00580,2023-12-16 12:29:15,40.72313,-73.80505,40.80414,-73.83673,2.5,26.0,23.03,Cash,USER0292,49,Female,DRIVER145,3.6,Economy,1.0,Yes
RIDE00581,2023-12-29 18:07:39,40.55771,-74.16356,40.61806,-73.74563,20.4,29.4,13.28,Wallet,USER0100,45,Female,DRIVER036,4.0,Economy,1.2,No
RIDE00582,2023-11-06 00:00:33,40.66055,-73.9373,40.81783,-73.81907,19.95,17.3,38.6,Credit Card,USER0486,47,Non-binary,DRIVER060,3.6,Luxury,1.5,Yes
RIDE00583,2023-12-01 16:36:49,40.51557,-73.9397,40.86223,-74.01563,24.49,25.9,37.47,Wallet,USER0448,44,Female,DRIVER106,4.4,Economy,1.5,No
RIDE00584,2023-01-16 18:05:07,40.82159,-74.12031,40.7211,-73.9478,6.12,41.3,38.42,Wallet,USER0374,29,Female,DRIVER012,4.6,SUV,2.0,No
RIDE00585,2023-12-16 08:07:25,40.55958,-73.99829,40.66468,-73.99495,6.08,34.3,8.57,Cash,USER0338,18,Non-binary,DRIVER053,4.5,SUV,2.0,No
RIDE00586,2023-05-19 00:01:37,40.55591,-73.7583,40.84488,-74.09631,1.55,41.3,46.06,Credit Card,USER0402,54,Female,DRIVER120,4.3,SUV,1.0,Yes
RIDE00587,2023-03-23 02:24:36,40.62741,-74.03447,40.6894,-74.18664,19.21,6.7,48.43,Wallet,USER0317,20,Female,DRIVER106,5.0,SUV,1.2,Yes
RIDE00588,2023-09-22 23:40:09,40.7466,-73.72485,40.5058,-73.86219,11.15,47.0,40.71,Cash,USER0187,60,Female,DRIVER137,4.4,SUV,1.2,Yes
RIDE00589,2023-04-07 07:08:43,40.73749,-73.96257,40.84904,-74.02817,7.05,56.5,30.69,Cash,USER0461,22,Male,DRIVER190,4.5,Luxury,1.0,No
RIDE00590,2023-09-17 15:12:59,40.70389,-73.82393,40.6737,-74.1028,5.23,55.1,49.77,Credit Card,USER0238,35,Non-binary,DRIVER019,4.3,SUV,2.0,Yes
RIDE00591,2023-02-09 14:47:53,40.72517,-74.14264,40.87099,-74.0747,4.4,46.5,32.7,Wallet,USER0281,63,Non-binary,DRIVER027,3.9,SUV,1.5,Yes
RIDE00592,2023-05-18 18:43:34,40.50665,-74.07983,40.8655,-74.13176,7.57,23.5,29.26,Wallet,USER0442,36,Male,DRIVER175,3.7,Economy,1.2,Yes
RIDE00593,2023-10-30 18:46:29,40.54384,-73.7407,40.66711,-73.96788,2.96,50.5,40.72,Wallet,USER0392,64,Female,DRIVER141,4.8,Economy,1.5,Yes
RIDE00594,2023-08-06 23:45:39,40.62307,-74.18006,40.89651,-74.15873,21.97,19.4,36.24,Cash,USER0406,48,Female,DRIVER113,4.0,SUV,1.5,No
RIDE00595,2023-12-10 01:24:00,40.84884,-74.00931,40.70169,-73.84321,11.83,46.4,7.2,Credit Card,USER0210,30,Female,DRIVER184,4.6,Luxury,1.0,No
RIDE00596,2023-12-06 17:50:46,40.73876,-74.14331,40.65773,-73.96461,11.07,16.9,30.8,Credit Card,USER0192,35,Non-binary,DRIVER035,4.3,Luxury,1.2,No
RIDE00597,2023-06-07 10:19:34,40.76224,-73.83801,40.77866,-74.11932,6.14,6.5,14.68,Wallet,USER0330,19,Male,DRIVER057,4.4,Luxury,1.0,No
RIDE00598,2023-08-30 02:54:55,40.73139,-73.94157,40.69811,-73.89651,22.43,44.9,47.1,Cash,USER0158,60,Non-binary,DRIVER189,4.5,SUV,1.0,Yes
